,((p*n)*(p*n)),((p*n)*n),((p*n)*x),((p*n)+n),((p*n)+x),((p*n)-n),((p*n)-x),(1+p),(1-p),(n*n),(n*x),(n+x),(n-(p*n)),(n-x),(p*n),(x*x),(x-(p*n)),(x-n),expected_post,n,p,post-init,x
99,0.14,0.37,2.59,1.37,7.37,-0.63,-6.63,1.37,0.63,1,7,8,0.63,-6,0.37,49,6.63,6,7.362,1,0.37,0.3620000000000001,7
100,0.77,9.68,16.72,11.88,19.88,-10.12,-18.12,1.08,0.92,121,209,30,10.12,-8,0.88,361,18.12,8,24.124,11,0.08,5.123999999999999,19
101,10.11,19.08,38.16,9.18,15.18,-2.82,-8.82,1.53,0.47,36,72,18,2.82,-6,3.18,144,8.82,6,23.202,6,0.53,11.202000000000002,12
102,18.66,34.56,8.64,12.32,6.32,-3.68,2.32,1.54,0.46,64,16,10,3.68,6,4.32,4,-2.32,-6,21.414,8,0.54,19.414,2
103,2.62,29.16,22.68,19.62,15.62,-16.38,-12.38,1.09,0.91,324,252,32,16.38,4,1.62,196,12.38,-4,29.152,18,0.09,15.152000000000001,14
104,0.9,18.05,12.35,19.95,13.95,-18.05,-12.05,1.05,0.95,361,247,32,18.05,6,0.95,169,12.05,-6,22.816,19,0.05,9.815999999999999,13
105,6.5,38.25,25.5,17.55,12.55,-12.45,-7.45,1.17,0.83,225,150,25,12.45,5,2.55,100,7.45,-5,29.378,15,0.17,19.378,10
106,64.0,160.0,8.0,28.0,9.0,-12.0,7.0,1.4,0.6,400,20,21,12.0,19,8.0,1,-7.0,-19,84.166,20,0.4,83.166,1
107,35.28,53.46,106.92,14.94,23.94,-3.06,-12.06,1.66,0.34,81,162,27,3.06,-9,5.94,324,12.06,9,47.612,9,0.66,29.612000000000002,18
108,46.79,123.12,54.72,24.84,14.84,-11.16,-1.16,1.38,0.62,324,144,26,11.16,10,6.84,64,1.16,-10,74.622,18,0.38,66.622,8
109,121.88,176.64,187.68,27.04,28.04,-4.96,-5.96,1.69,0.31,256,272,33,4.96,-1,11.04,289,5.96,1,110.728,16,0.69,93.728,17
110,56.25,112.5,7.5,22.5,8.5,-7.5,6.5,1.5,0.5,225,15,16,7.5,14,7.5,1,-6.5,-14,61.32,15,0.5,60.32,1
111,0.2,1.35,9.0,3.45,20.45,-2.55,-19.55,1.15,0.85,9,60,23,2.55,-17,0.45,400,19.55,17,20.828,3,0.15,0.8279999999999994,20
112,2.07,25.92,27.36,19.44,20.44,-16.56,-17.56,1.08,0.92,324,342,37,16.56,-1,1.44,361,17.56,1,32.674,18,0.08,13.674,19
113,3.42,9.25,11.1,6.85,7.85,-3.15,-4.15,1.37,0.63,25,30,11,3.15,-1,1.85,36,4.15,1,11.29,5,0.37,5.289999999999999,6
114,243.36,312.0,171.6,35.6,26.6,-4.4,4.6,1.78,0.22,400,220,31,4.4,9,15.6,121,-4.6,-9,174.954,20,0.78,163.954,11
115,42.25,84.5,104.0,19.5,22.5,-6.5,-9.5,1.5,0.5,169,208,29,6.5,-3,6.5,256,9.5,3,62.046,13,0.5,46.046,16
116,279.56,317.68,284.24,35.72,33.72,-2.28,-0.28,1.88,0.12,361,323,36,2.28,2,16.72,289,0.28,-2,185.396,19,0.88,168.396,17
117,124.55,133.92,156.24,23.16,25.16,-0.84,-2.84,1.93,0.07,144,168,26,0.84,-2,11.16,196,2.84,2,86.426,12,0.93,72.426,14
118,93.32,135.24,173.88,23.66,27.66,-4.34,-8.34,1.69,0.31,196,252,32,4.34,-4,9.66,324,8.34,4,89.786,14,0.69,71.786,18
119,97.61,187.72,108.68,28.88,20.88,-9.12,-1.12,1.52,0.48,361,209,30,9.12,8,9.88,121,1.12,-8,110.21,19,0.52,99.21,11
120,0.13,1.44,3.96,4.36,11.36,-3.64,-10.64,1.09,0.91,16,44,15,3.64,-7,0.36,121,10.64,7,11.96,4,0.09,0.9600000000000009,11
121,18.66,51.84,73.44,16.32,21.32,-7.68,-12.68,1.36,0.64,144,204,29,7.68,-5,4.32,289,12.68,5,45.188,12,0.36,28.188000000000002,17
122,20.07,71.68,85.12,20.48,23.48,-11.52,-14.52,1.28,0.72,256,304,35,11.52,-3,4.48,361,14.52,3,57.638,16,0.28,38.638,19
123,0.72,4.25,11.05,5.85,13.85,-4.15,-12.15,1.17,0.83,25,65,18,4.15,-8,0.85,169,12.15,8,15.532,5,0.17,2.532,13
124,1.96,28.0,1.4,21.4,2.4,-18.6,0.4,1.07,0.93,400,20,21,18.6,19,1.4,1,-0.4,-19,15.062,20,0.07,14.062,1
125,68.56,99.36,140.76,20.28,25.28,-3.72,-8.72,1.69,0.31,144,204,29,3.72,-5,8.28,289,8.72,5,70.876,12,0.69,53.876000000000005,17
126,3.92,5.94,35.64,4.98,19.98,-1.02,-16.02,1.66,0.34,9,54,21,1.02,-15,1.98,324,16.02,15,22.07,3,0.66,4.07,18
127,285.95,321.29,0.0,35.91,16.91,-2.09,16.91,1.89,0.11,361,0,19,2.09,19,16.91,0,-16.91,-19,168.836,19,0.89,168.836,0
128,73.62,111.54,17.16,21.58,10.58,-4.42,6.58,1.66,0.34,169,26,15,4.42,11,8.58,4,-6.58,-11,63.444,13,0.66,61.444,2
129,0.49,7.0,0.7,10.7,1.7,-9.3,-0.3,1.07,0.93,100,10,11,9.3,9,0.7,1,0.3,-9,5.264,10,0.07,4.264,1
130,279.56,317.68,234.08,35.72,30.72,-2.28,2.72,1.88,0.12,361,266,33,2.28,5,16.72,196,-2.72,-5,181.312,19,0.88,167.312,14
131,67.24,164.0,114.8,28.2,22.2,-11.8,-5.8,1.41,0.59,400,280,34,11.8,6,8.2,196,5.8,-6,100.746,20,0.41,86.746,14
132,116.21,150.92,183.26,24.78,27.78,-3.22,-6.22,1.77,0.23,196,238,31,3.22,-3,10.78,289,6.22,3,97.964,14,0.77,80.964,17
133,5.34,25.41,27.72,13.31,14.31,-8.69,-9.69,1.21,0.79,121,132,23,8.69,-1,2.31,144,9.69,1,25.456,11,0.21,13.456,12
134,9.92,28.35,37.8,12.15,15.15,-5.85,-8.85,1.35,0.65,81,108,21,5.85,-3,3.15,144,8.85,3,27.302,9,0.35,15.302,12
135,45.02,73.81,0.0,17.71,6.71,-4.29,6.71,1.61,0.39,121,0,11,4.29,11,6.71,0,-6.71,-11,40.1,11,0.61,40.1,0
136,19.36,35.2,39.6,12.4,13.4,-3.6,-4.6,1.55,0.45,64,72,17,3.6,-1,4.4,81,4.6,1,29.124,8,0.55,20.124,9
137,0.48,2.07,4.14,3.69,6.69,-2.31,-5.31,1.23,0.77,9,18,9,2.31,-3,0.69,36,5.31,3,7.22,3,0.23,1.2199999999999998,6
138,125.89,190.74,100.98,28.22,20.22,-5.78,2.22,1.66,0.34,289,153,26,5.78,8,11.22,81,-2.22,-8,109.872,17,0.66,100.872,9
139,30.36,104.69,82.65,24.51,20.51,-13.49,-9.49,1.29,0.71,361,285,34,13.49,4,5.51,225,9.49,-4,71.092,19,0.29,56.092,15
140,45.56,101.25,47.25,21.75,13.75,-8.25,-0.25,1.45,0.55,225,105,22,8.25,8,6.75,49,0.25,-8,60.716,15,0.45,53.716,7
141,92.16,115.2,76.8,21.6,17.6,-2.4,1.6,1.8,0.2,144,96,20,2.4,4,9.6,64,-1.6,-4,70.536,12,0.8,62.536,8
142,0.56,0.75,5.25,1.75,7.75,-0.25,-6.25,1.75,0.25,1,7,8,0.25,-6,0.75,49,6.25,6,7.754,1,0.75,0.7539999999999996,7
143,51.84,64.8,57.6,16.2,15.2,-1.8,-0.8,1.8,0.2,81,72,17,1.8,1,7.2,64,0.8,-1,43.826,9,0.8,35.826,8
144,5.48,42.12,39.78,20.34,19.34,-15.66,-14.66,1.13,0.87,324,306,35,15.66,1,2.34,289,14.66,-1,40.12,18,0.13,23.119999999999997,17
